dt,sunrise,sunset,temp,feels_like,pressure,humidity,dew_point,clouds,wind_speed,wind_deg,main,description,visibility,snow.1h,wind_gust,rain.1h
02-01-2025 12:00:00,02-01-2025 09:54:11,02-01-2025 16:53:33,-4.59,-11.28,1016,90,-5.82,75,6.0,200,Snow,light shower snow,7000.0,,,
02-01-2025 13:00:00,02-01-2025 09:54:11,02-01-2025 16:53:33,-4.46,-11.46,1016,86,-6.22,75,7.0,200,Snow,light shower snow,10000.0,,,
02-01-2025 14:00:00,02-01-2025 09:54:11,02-01-2025 16:53:33,-4.47,-11.47,1015,84,-6.5,75,7.0,200,Snow,light shower snow,10000.0,,,
02-01-2025 15:00:00,02-01-2025 09:54:11,02-01-2025 16:53:33,-4.03,-10.57,1014,83,-6.21,20,6.0,190,Clouds,few clouds,10000.0,,,
02-01-2025 16:00:00,02-01-2025 09:54:11,02-01-2025 16:53:33,-4.04,-9.97,1013,84,-6.08,0,5.0,180,Clear,clear sky,10000.0,,,
02-01-2025 17:00:00,02-01-2025 09:54:11,02-01-2025 16:53:33,-4.04,-9.97,1013,84,-6.08,75,5.0,180,Snow,light shower snow,8000.0,,,
02-01-2025 18:00:00,02-01-2025 09:54:11,02-01-2025 16:53:33,-3.61,-9.43,1012,85,-5.52,0,5.0,180,Clear,clear sky,10000.0,,,
02-01-2025 19:00:00,02-01-2025 09:54:11,02-01-2025 16:53:33,-3.06,-9.33,1011,85,-4.98,0,6.0,190,Snow,light snow,10000.0,0.2,,
02-01-2025 20:00:00,02-01-2025 09:54:11,02-01-2025 16:53:33,-3.01,-8.68,1010,91,-4.13,75,5.0,180,Snow,light shower snow,2700.0,0.51,,
02-01-2025 21:00:00,02-01-2025 09:54:11,02-01-2025 16:53:33,-2.46,-7.99,1010,92,-3.45,75,5.0,180,Snow,light shower snow,4800.0,0.39,,
02-01-2025 22:00:00,02-01-2025 09:54:11,02-01-2025 16:53:33,-2.35,-7.86,1009,92,-3.34,75,5.0,200,Snow,light shower snow,8000.0,0.25,,
02-01-2025 23:00:00,02-01-2025 09:54:11,02-01-2025 16:53:33,-1.94,-7.34,1010,93,-2.81,75,5.0,200,Snow,light shower snow,9000.0,0.14,,
03-01-2025 00:00:00,03-01-2025 09:53:49,03-01-2025 16:54:50,-2.36,-8.95,1010,90,-3.61,75,7.0,230,Snow,light shower snow,10000.0,0.12,,
03-01-2025 01:00:00,03-01-2025 09:53:49,03-01-2025 16:54:50,-3.47,-10.47,1011,86,-5.24,75,9.0,250,Snow,light shower snow,7000.0,0.13,,
03-01-2025 02:00:00,03-01-2025 09:53:49,03-01-2025 16:54:50,-4.03,-11.03,1012,85,-5.93,75,9.0,240,Snow,heavy shower snow,900.0,0.14,,
03-01-2025 03:00:00,03-01-2025 09:53:49,03-01-2025 16:54:50,-4.58,-11.58,1013,84,-6.61,75,9.0,240,Snow,light shower snow,7000.0,,,
03-01-2025 04:00:00,03-01-2025 09:53:49,03-01-2025 16:54:50,-5.24,-12.1,1014,84,-7.26,75,6.0,240,Snow,light shower snow,5000.0,,,
03-01-2025 05:00:00,03-01-2025 09:53:49,03-01-2025 16:54:50,-6.25,-13.25,1016,84,-8.26,75,8.0,250,Snow,light shower snow,3400.0,,13.0,
03-01-2025 06:00:00,03-01-2025 09:53:49,03-01-2025 16:54:50,-6.46,-13.46,1017,86,-8.19,75,7.0,240,Snow,light shower snow,4300.0,,,
03-01-2025 07:00:00,03-01-2025 09:53:49,03-01-2025 16:54:50,-6.81,-13.81,1017,83,-8.94,75,7.0,240,Snow,light shower snow,5000.0,,,
03-01-2025 08:00:00,03-01-2025 09:53:49,03-01-2025 16:54:50,-6.81,-13.81,1018,84,-8.81,75,6.0,230,Snow,light shower snow,7000.0,,,
03-01-2025 09:00:00,03-01-2025 09:53:49,03-01-2025 16:54:50,-7.18,-14.18,1019,86,-8.9,75,6.0,220,Snow,light shower snow,3700.0,,,
03-01-2025 10:00:00,03-01-2025 09:53:49,03-01-2025 16:54:50,-7.31,-14.31,1019,86,-9.03,75,7.0,230,Snow,light shower snow,10000.0,,,
