,0
region_2,61.136715113371444
designation,28.825661109016625
taster_twitter_handle,24.01535727200683
taster_name,20.192196720806947
region_1,16.34749290226281
price,6.921544036746659
country,0.04847235152457087
province,0.04847235152457087
variety,0.0007694024051519185
